"Label (Grouping)","Aberdeen, WA Micro Area!!Estimate","Abilene, TX Metro Area!!Estimate","Adrian, MI Micro Area!!Estimate","Aguadilla-Isabela, PR Metro Area!!Estimate","Akron, OH Metro Area!!Estimate","Alamogordo, NM Micro Area!!Estimate","Albany, GA Metro Area!!Estimate","Albany-Lebanon, OR Metro Area!!Estimate","Albany-Schenectady-Troy, NY Metro Area!!Estimate","Albertville, AL Micro Area!!Estimate","Albuquerque, NM Metro Area!!Estimate","Alexandria, LA Metro Area!!Estimate","Allentown-Bethlehem-Easton, PA-NJ Metro Area!!Estimate","Altoona, PA Metro Area!!Estimate","Amarillo, TX Metro Area!!Estimate","Ames, IA Metro Area!!Estimate","Anchorage, AK Metro Area!!Estimate","Ann Arbor, MI Metro Area!!Estimate","Anniston-Oxford, AL Metro Area!!Estimate","Appleton, WI Metro Area!!Estimate","Arecibo, PR Metro Area!!Estimate","Asheville, NC Metro Area!!Estimate","Ashtabula, OH Micro Area!!Estimate","Athens, TX Micro Area!!Estimate","Athens-Clarke County, GA Metro Area!!Estimate","Atlanta-Sandy Springs-Alpharetta, GA Metro Area!!Estimate","Atlantic City-Hammonton, NJ Metro Area!!Estimate","Auburn, NY Micro Area!!Estimate","Auburn-Opelika, AL Metro Area!!Estimate","Augusta-Richmond County, GA-SC Metro Area!!Estimate","Augusta-Waterville, ME Micro Area!!Estimate","Austin-Round Rock-Georgetown, TX Metro Area!!Estimate","Bakersfield, CA Metro Area!!Estimate","Baltimore-Columbia-Towson, MD Metro Area!!Estimate","Bangor, ME Metro Area!!Estimate","Baraboo, WI Micro Area!!Estimate","Barnstable Town, MA Metro Area!!Estimate","Baton Rouge, LA Metro Area!!Estimate","Battle Creek, MI Metro Area!!Estimate","Bay City, MI Metro Area!!Estimate","Beaumont-Port Arthur, TX Metro Area!!Estimate","Beaver Dam, WI Micro Area!!Estimate","Beckley, WV Metro Area!!Estimate","Bellingham, WA Metro Area!!Estimate","Bend, OR Metro Area!!Estimate","Billings, MT Metro Area!!Estimate","Binghamton, NY Metro Area!!Estimate","Birmingham-Hoover, AL Metro Area!!Estimate","Bismarck, ND Metro Area!!Estimate","Blacksburg-Christiansburg, VA Metro Area!!Estimate","Bloomington, IL Metro Area!!Estimate","Bloomington, IN Metro Area!!Estimate","Bloomsburg-Berwick, PA Metro Area!!Estimate","Bluefield, WV-VA Micro Area!!Estimate","Boise City, ID Metro Area!!Estimate","Boston-Cambridge-Newton, MA-NH Metro Area!!Estimate","Boulder, CO Metro Area!!Estimate","Bowling Green, KY Metro Area!!Estimate","Bozeman, MT Micro Area!!Estimate","Brainerd, MN Micro Area!!Estimate","Bremerton-Silverdale-Port Orchard, WA Metro Area!!Estimate","Bridgeport-Stamford-Norwalk, CT Metro Area!!Estimate","Brownsville-Harlingen, TX Metro Area!!Estimate","Brunswick, GA Metro Area!!Estimate","Buffalo-Cheektowaga, NY Metro Area!!Estimate","Burlington, NC Metro Area!!Estimate","Burlington-South Burlington, VT Metro Area!!Estimate","California-Lexington Park, MD Metro Area!!Estimate","Canton-Massillon, OH Metro Area!!Estimate","Cape Coral-Fort Myers, FL Metro Area!!Estimate","Cape Girardeau, MO-IL Metro Area!!Estimate","Carbondale-Marion, IL Metro Area!!Estimate","Carson City, NV Metro Area!!Estimate","Casper, WY Metro Area!!Estimate","Cedar Rapids, IA Metro Area!!Estimate","Centralia, WA Micro Area!!Estimate","Chambersburg-Waynesboro, PA Metro Area!!Estimate","Champaign-Urbana, IL Metro Area!!Estimate","Charleston, WV Metro Area!!Estimate","Charleston-North Charleston, SC Metro Area!!Estimate","Charlotte-Concord-Gastonia, NC-SC Metro Area!!Estimate","Charlottesville, VA Metro Area!!Estimate","Chattanooga, TN-GA Metro Area!!Estimate","Cheyenne, WY Metro Area!!Estimate","Chicago-Naperville-Elgin, IL-IN-WI Metro Area!!Estimate","Chico, CA Metro Area!!Estimate","Chillicothe, OH Micro Area!!Estimate","Cincinnati, OH-KY-IN Metro Area!!Estimate","Clarksburg, WV Micro Area!!Estimate","Clarksville, TN-KY Metro Area!!Estimate","Clearlake, CA Micro Area!!Estimate","Cleveland, TN Metro Area!!Estimate","Cleveland-Elyria, OH Metro Area!!Estimate","Coeur d'Alene, ID Metro Area!!Estimate","College Station-Bryan, TX Metro Area!!Estimate","Colorado Springs, CO Metro Area!!Estimate","Columbia, MO Metro Area!!Estimate","Columbia, SC Metro Area!!Estimate","Columbus, GA-AL Metro Area!!Estimate","Columbus, IN Metro Area!!Estimate","Columbus, OH Metro Area!!Estimate","Concord, NH Micro Area!!Estimate","Cookeville, TN Micro Area!!Estimate","Corning, NY Micro Area!!Estimate","Corpus Christi, TX Metro Area!!Estimate","Corvallis, OR Metro Area!!Estimate","Crestview-Fort Walton Beach-Destin, FL Metro Area!!Estimate","Cullman, AL Micro Area!!Estimate","Cumberland, MD-WV Metro Area!!Estimate","Dallas-Fort Worth-Arlington, TX Metro Area!!Estimate","Dalton, GA Metro Area!!Estimate","Danville, IL Metro Area!!Estimate","Danville, VA Micro Area!!Estimate","Daphne-Fairhope-Foley, AL Metro Area!!Estimate","Davenport-Moline-Rock Island, IA-IL Metro Area!!Estimate","Dayton-Kettering, OH Metro Area!!Estimate","Decatur, AL Metro Area!!Estimate","Decatur, IL Metro Area!!Estimate","Deltona-Daytona Beach-Ormond Beach, FL Metro Area!!Estimate","Denver-Aurora-Lakewood, CO Metro Area!!Estimate","Des Moines-West Des Moines, IA Metro Area!!Estimate","Detroit-Warren-Dearborn, MI Metro Area!!Estimate","Dothan, AL Metro Area!!Estimate","Dover, DE Metro Area!!Estimate","Dublin, GA Micro Area!!Estimate","DuBois, PA Micro Area!!Estimate","Dubuque, IA Metro Area!!Estimate","Duluth, MN-WI Metro Area!!Estimate","Durham-Chapel Hill, NC Metro Area!!Estimate","East Stroudsburg, PA Metro Area!!Estimate","Eau Claire, WI Metro Area!!Estimate","El Centro, CA Metro Area!!Estimate","Elizabethtown-Fort Knox, KY Metro Area!!Estimate","Elkhart-Goshen, IN Metro Area!!Estimate","Elmira, NY Metro Area!!Estimate","El Paso, TX Metro Area!!Estimate","Enid, OK Metro Area!!Estimate","Erie, PA Metro Area!!Estimate","Eugene-Springfield, OR Metro Area!!Estimate","Eureka-Arcata, CA Micro Area!!Estimate","Evansville, IN-KY Metro Area!!Estimate","Fairbanks, AK Metro Area!!Estimate","Fargo, ND-MN Metro Area!!Estimate","Faribault-Northfield, MN Micro Area!!Estimate","Farmington, MO Micro Area!!Estimate","Farmington, NM Metro Area!!Estimate","Fayetteville, NC Metro Area!!Estimate","Fayetteville-Springdale-Rogers, AR Metro Area!!Estimate","Findlay, OH Micro Area!!Estimate","Flagstaff, AZ Metro Area!!Estimate","Flint, MI Metro Area!!Estimate","Florence, SC Metro Area!!Estimate","Florence-Muscle Shoals, AL Metro Area!!Estimate","Fond du Lac, WI Metro Area!!Estimate","Fort Collins, CO Metro Area!!Estimate","Fort Payne, AL Micro Area!!Estimate","Fort Smith, AR-OK Metro Area!!Estimate","Fort Wayne, IN Metro Area!!Estimate","Frankfort, KY Micro Area!!Estimate","Fresno, CA Metro Area!!Estimate","Gadsden, AL Metro Area!!Estimate","Gainesville, FL Metro Area!!Estimate","Gainesville, GA Metro Area!!Estimate","Gallup, NM Micro Area!!Estimate","Gettysburg, PA Metro Area!!Estimate","Glens Falls, NY Metro Area!!Estimate","Glenwood Springs, CO Micro Area!!Estimate","Goldsboro, NC Metro Area!!Estimate","Granbury, TX Micro Area!!Estimate","Grand Forks, ND-MN Metro Area!!Estimate","Grand Island, NE Metro Area!!Estimate","Grand Junction, CO Metro Area!!Estimate","Grand Rapids-Kentwood, MI Metro Area!!Estimate","Grants Pass, OR Metro Area!!Estimate","Great Falls, MT Metro Area!!Estimate","Greeley, CO Metro Area!!Estimate","Green Bay, WI Metro Area!!Estimate","Greeneville, TN Micro Area!!Estimate","Greensboro-High Point, NC Metro Area!!Estimate","Greenville, NC Metro Area!!Estimate","Greenville-Anderson, SC Metro Area!!Estimate","Greenwood, SC Micro Area!!Estimate","Guayama, PR Metro Area!!Estimate","Gulfport-Biloxi, MS Metro Area!!Estimate","Hagerstown-Martinsburg, MD-WV Metro Area!!Estimate","Hammond, LA Metro Area!!Estimate","Hanford-Corcoran, CA Metro Area!!Estimate","Harrisburg-Carlisle, PA Metro Area!!Estimate","Harrisonburg, VA Metro Area!!Estimate","Hartford-East Hartford-Middletown, CT Metro Area!!Estimate","Hattiesburg, MS Metro Area!!Estimate","Heber, UT Micro Area!!Estimate","Helena, MT Micro Area!!Estimate","Hermiston-Pendleton, OR Micro Area!!Estimate","Hickory-Lenoir-Morganton, NC Metro Area!!Estimate","Hilo, HI Micro Area!!Estimate","Hilton Head Island-Bluffton, SC Metro Area!!Estimate","Hinesville, GA Metro Area!!Estimate","Hobbs, NM Micro Area!!Estimate","Holland, MI Micro Area!!Estimate","Homosassa Springs, FL Metro Area!!Estimate","Hot Springs, AR Metro Area!!Estimate","Houma-Thibodaux, LA Metro Area!!Estimate","Houston-The Woodlands-Sugar Land, TX Metro Area!!Estimate","Huntington-Ashland, WV-KY-OH Metro Area!!Estimate","Huntsville, AL Metro Area!!Estimate","Huntsville, TX Micro Area!!Estimate","Idaho Falls, ID Metro Area!!Estimate","Indiana, PA Micro Area!!Estimate","Indianapolis-Carmel-Anderson, IN Metro Area!!Estimate","Iowa City, IA Metro Area!!Estimate","Ithaca, NY Metro Area!!Estimate","Jackson, MI Metro Area!!Estimate","Jackson, MS Metro Area!!Estimate","Jackson, TN Metro Area!!Estimate","Jacksonville, FL Metro Area!!Estimate","Jacksonville, NC Metro Area!!Estimate","Jamestown-Dunkirk-Fredonia, NY Micro Area!!Estimate","Janesville-Beloit, WI Metro Area!!Estimate","Jefferson, GA Micro Area!!Estimate","Jefferson City, MO Metro Area!!Estimate","Johnson City, TN Metro Area!!Estimate","Johnstown, PA Metro Area!!Estimate","Jonesboro, AR Metro Area!!Estimate","Joplin, MO Metro Area!!Estimate","Kahului-Wailuku-Lahaina, HI Metro Area!!Estimate","Kalamazoo-Portage, MI Metro Area!!Estimate","Kalispell, MT Micro Area!!Estimate","Kankakee, IL Metro Area!!Estimate","Kansas City, MO-KS Metro Area!!Estimate","Kapaa, HI Micro Area!!Estimate","Keene, NH Micro Area!!Estimate","Kennewick-Richland, WA Metro Area!!Estimate","Key West, FL Micro Area!!Estimate","Killeen-Temple, TX Metro Area!!Estimate","Kingsport-Bristol, TN-VA Metro Area!!Estimate","Kingston, NY Metro Area!!Estimate","Klamath Falls, OR Micro Area!!Estimate","Knoxville, TN Metro Area!!Estimate","Kokomo, IN Metro Area!!Estimate","La Crosse-Onalaska, WI-MN Metro Area!!Estimate","Lafayette, LA Metro Area!!Estimate","Lafayette-West Lafayette, IN Metro Area!!Estimate","LaGrange, GA-AL Micro Area!!Estimate","Lake Charles, LA Metro Area!!Estimate","Lake City, FL Micro Area!!Estimate","Lake Havasu City-Kingman, AZ Metro Area!!Estimate","Lakeland-Winter Haven, FL Metro Area!!Estimate","Lancaster, PA Metro Area!!Estimate","Lansing-East Lansing, MI Metro Area!!Estimate","Laredo, TX Metro Area!!Estimate","Las Cruces, NM Metro Area!!Estimate","Las Vegas-Henderson-Paradise, NV Metro Area!!Estimate","Laurel, MS Micro Area!!Estimate","Lawrence, KS Metro Area!!Estimate","Lawton, OK Metro Area!!Estimate","Lebanon, NH-VT Micro Area!!Estimate","Lebanon, PA Metro Area!!Estimate","Lewiston, ID-WA Metro Area!!Estimate","Lewiston-Auburn, ME Metro Area!!Estimate","Lexington-Fayette, KY Metro Area!!Estimate","Lima, OH Metro Area!!Estimate","Lincoln, NE Metro Area!!Estimate","Little Rock-North Little Rock-Conway, AR Metro Area!!Estimate","Logan, UT-ID Metro Area!!Estimate","London, KY Micro Area!!Estimate","Longview, TX Metro Area!!Estimate","Longview, WA Metro Area!!Estimate","Los Angeles-Long Beach-Anaheim, CA Metro Area!!Estimate","Louisville/Jefferson County, KY-IN Metro Area!!Estimate","Lubbock, TX Metro Area!!Estimate","Lufkin, TX Micro Area!!Estimate","Lumberton, NC Micro Area!!Estimate","Lynchburg, VA Metro Area!!Estimate","Macon-Bibb County, GA Metro Area!!Estimate","Madera, CA Metro Area!!Estimate","Madison, WI Metro Area!!Estimate","Manchester-Nashua, NH Metro Area!!Estimate","Manhattan, KS Metro Area!!Estimate","Manitowoc, WI Micro Area!!Estimate","Mankato, MN Metro Area!!Estimate","Mansfield, OH Metro Area!!Estimate","Marinette, WI-MI Micro Area!!Estimate","Marion, IN Micro Area!!Estimate","Marion, OH Micro Area!!Estimate","Marquette, MI Micro Area!!Estimate","Mayagüez, PR Metro Area!!Estimate","McAllen-Edinburg-Mission, TX Metro Area!!Estimate","Meadville, PA Micro Area!!Estimate","Medford, OR Metro Area!!Estimate","Memphis, TN-MS-AR Metro Area!!Estimate","Merced, CA Metro Area!!Estimate","Meridian, MS Micro Area!!Estimate","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area!!Estimate","Michigan City-La Porte, IN Metro Area!!Estimate","Midland, MI Metro Area!!Estimate","Midland, TX Metro Area!!Estimate","Milwaukee-Waukesha, WI Metro Area!!Estimate","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area!!Estimate","Minot, ND Micro Area!!Estimate","Missoula, MT Metro Area!!Estimate","Mobile, AL Metro Area!!Estimate","Modesto, CA Metro Area!!Estimate","Monroe, LA Metro Area!!Estimate","Monroe, MI Metro Area!!Estimate","Montgomery, AL Metro Area!!Estimate","Morehead City, NC Micro Area!!Estimate","Morgantown, WV Metro Area!!Estimate","Morristown, TN Metro Area!!Estimate","Moses Lake, WA Micro Area!!Estimate","Mount Airy, NC Micro Area!!Estimate","Mount Vernon-Anacortes, WA Metro Area!!Estimate","Muncie, IN Metro Area!!Estimate","Muskegon, MI Metro Area!!Estimate","Muskogee, OK Micro Area!!Estimate","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area!!Estimate","Napa, CA Metro Area!!Estimate","Naples-Marco Island, FL Metro Area!!Estimate","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area!!Estimate","New Bern, NC Metro Area!!Estimate","New Castle, PA Micro Area!!Estimate","New Haven-Milford, CT Metro Area!!Estimate","New Orleans-Metairie, LA Metro Area!!Estimate","New Philadelphia-Dover, OH Micro Area!!Estimate","New York-Newark-Jersey City, NY-NJ-PA Metro Area!!Estimate","Niles, MI Metro Area!!Estimate","North Port-Sarasota-Bradenton, FL Metro Area!!Estimate","North Wilkesboro, NC Micro Area!!Estimate","Norwich-New London, CT Metro Area!!Estimate","Oak Harbor, WA Micro Area!!Estimate","Ocala, FL Metro Area!!Estimate","Ocean City, NJ Metro Area!!Estimate","Odessa, TX Metro Area!!Estimate","Ogden-Clearfield, UT Metro Area!!Estimate","Ogdensburg-Massena, NY Micro Area!!Estimate","Oklahoma City, OK Metro Area!!Estimate","Olean, NY Micro Area!!Estimate","Olympia-Lacey-Tumwater, WA Metro Area!!Estimate","Omaha-Council Bluffs, NE-IA Metro Area!!Estimate","Opelousas, LA Micro Area!!Estimate","Orangeburg, SC Micro Area!!Estimate","Orlando-Kissimmee-Sanford, FL Metro Area!!Estimate","Oshkosh-Neenah, WI Metro Area!!Estimate","Ottawa, IL Micro Area!!Estimate","Owensboro, KY Metro Area!!Estimate","Oxnard-Thousand Oaks-Ventura, CA Metro Area!!Estimate","Paducah, KY-IL Micro Area!!Estimate","Palatka, FL Micro Area!!Estimate","Palm Bay-Melbourne-Titusville, FL Metro Area!!Estimate","Panama City, FL Metro Area!!Estimate","Parkersburg-Vienna, WV Metro Area!!Estimate","Pensacola-Ferry Pass-Brent, FL Metro Area!!Estimate","Peoria, IL Metro Area!!Estimate","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area!!Estimate","Phoenix-Mesa-Chandler, AZ Metro Area!!Estimate","Pine Bluff, AR Metro Area!!Estimate","Pinehurst-Southern Pines, NC Micro Area!!Estimate","Pittsburgh, PA Metro Area!!Estimate","Pittsfield, MA Metro Area!!Estimate","Plattsburgh, NY Micro Area!!Estimate","Pocatello, ID Metro Area!!Estimate","Ponce, PR Metro Area!!Estimate","Port Angeles, WA Micro Area!!Estimate","Portland-South Portland, ME Metro Area!!Estimate","Portland-Vancouver-Hillsboro, OR-WA Metro Area!!Estimate","Port St. Lucie, FL Metro Area!!Estimate","Portsmouth, OH Micro Area!!Estimate","Pottsville, PA Micro Area!!Estimate","Poughkeepsie-Newburgh-Middletown, NY Metro Area!!Estimate","Prescott Valley-Prescott, AZ Metro Area!!Estimate","Providence-Warwick, RI-MA Metro Area!!Estimate","Provo-Orem, UT Metro Area!!Estimate","Pueblo, CO Metro Area!!Estimate","Punta Gorda, FL Metro Area!!Estimate","Quincy, IL-MO Micro Area!!Estimate","Racine, WI Metro Area!!Estimate","Raleigh-Cary, NC Metro Area!!Estimate","Rapid City, SD Metro Area!!Estimate","Reading, PA Metro Area!!Estimate","Red Bluff, CA Micro Area!!Estimate","Redding, CA Metro Area!!Estimate","Reno, NV Metro Area!!Estimate","Rexburg, ID Micro Area!!Estimate","Richmond, IN Micro Area!!Estimate","Richmond, VA Metro Area!!Estimate","Richmond-Berea, KY Micro Area!!Estimate","Rio Grande City-Roma, TX Micro Area!!Estimate","Riverside-San Bernardino-Ontario, CA Metro Area!!Estimate","Roanoke, VA Metro Area!!Estimate","Roanoke Rapids, NC Micro Area!!Estimate","Rochester, MN Metro Area!!Estimate","Rochester, NY Metro Area!!Estimate","Rockford, IL Metro Area!!Estimate","Rocky Mount, NC Metro Area!!Estimate","Rome, GA Metro Area!!Estimate","Roseburg, OR Micro Area!!Estimate","Russellville, AR Micro Area!!Estimate","Sacramento-Roseville-Folsom, CA Metro Area!!Estimate","Saginaw, MI Metro Area!!Estimate","St. Cloud, MN Metro Area!!Estimate","St. George, UT Metro Area!!Estimate","St. Joseph, MO-KS Metro Area!!Estimate","St. Louis, MO-IL Metro Area!!Estimate","Salem, OH Micro Area!!Estimate","Salem, OR Metro Area!!Estimate","Salinas, CA Metro Area!!Estimate","Salisbury, MD-DE Metro Area!!Estimate","Salt Lake City, UT Metro Area!!Estimate","San Angelo, TX Metro Area!!Estimate","San Antonio-New Braunfels, TX Metro Area!!Estimate","San Diego-Chula Vista-Carlsbad, CA Metro Area!!Estimate","Sandusky, OH Micro Area!!Estimate","Sanford, NC Micro Area!!Estimate","San Francisco-Oakland-Berkeley, CA Metro Area!!Estimate","San Germán, PR Metro Area!!Estimate","San Jose-Sunnyvale-Santa Clara, CA Metro Area!!Estimate","San Juan-Bayamón-Caguas, PR Metro Area!!Estimate","San Luis Obispo-Paso Robles, CA Metro Area!!Estimate","Santa Cruz-Watsonville, CA Metro Area!!Estimate","Santa Fe, NM Metro Area!!Estimate","Santa Maria-Santa Barbara, CA Metro Area!!Estimate","Santa Rosa-Petaluma, CA Metro Area!!Estimate","Savannah, GA Metro Area!!Estimate","Scranton--Wilkes-Barre, PA Metro Area!!Estimate","Searcy, AR Micro Area!!Estimate","Seattle-Tacoma-Bellevue, WA Metro Area!!Estimate","Sebastian-Vero Beach, FL Metro Area!!Estimate","Sebring-Avon Park, FL Metro Area!!Estimate","Seneca, SC Micro Area!!Estimate","Sevierville, TN Micro Area!!Estimate","Shawnee, OK Micro Area!!Estimate","Sheboygan, WI Metro Area!!Estimate","Shelby, NC Micro Area!!Estimate","Shelton, WA Micro Area!!Estimate","Sherman-Denison, TX Metro Area!!Estimate","Show Low, AZ Micro Area!!Estimate","Shreveport-Bossier City, LA Metro Area!!Estimate","Sierra Vista-Douglas, AZ Metro Area!!Estimate","Sioux City, IA-NE-SD Metro Area!!Estimate","Sioux Falls, SD Metro Area!!Estimate","Somerset, KY Micro Area!!Estimate","Somerset, PA Micro Area!!Estimate","South Bend-Mishawaka, IN-MI Metro Area!!Estimate","Spartanburg, SC Metro Area!!Estimate","Spokane-Spokane Valley, WA Metro Area!!Estimate","Springfield, IL Metro Area!!Estimate","Springfield, MA Metro Area!!Estimate","Springfield, MO Metro Area!!Estimate","Springfield, OH Metro Area!!Estimate","State College, PA Metro Area!!Estimate","Statesboro, GA Micro Area!!Estimate","Staunton, VA Metro Area!!Estimate","Stevens Point, WI Micro Area!!Estimate","Stillwater, OK Micro Area!!Estimate","Stockton, CA Metro Area!!Estimate","Sumter, SC Metro Area!!Estimate","Sunbury, PA Micro Area!!Estimate","Syracuse, NY Metro Area!!Estimate","Talladega-Sylacauga, AL Micro Area!!Estimate","Tallahassee, FL Metro Area!!Estimate","Tampa-St. Petersburg-Clearwater, FL Metro Area!!Estimate","Terre Haute, IN Metro Area!!Estimate","Texarkana, TX-AR Metro Area!!Estimate","The Villages, FL Metro Area!!Estimate","Toledo, OH Metro Area!!Estimate","Topeka, KS Metro Area!!Estimate","Torrington, CT Micro Area!!Estimate","Traverse City, MI Micro Area!!Estimate","Trenton-Princeton, NJ Metro Area!!Estimate","Truckee-Grass Valley, CA Micro Area!!Estimate","Tucson, AZ Metro Area!!Estimate","Tullahoma-Manchester, TN Micro Area!!Estimate","Tulsa, OK Metro Area!!Estimate","Tupelo, MS Micro Area!!Estimate","Tuscaloosa, AL Metro Area!!Estimate","Twin Falls, ID Metro Area!!Estimate","Tyler, TX Metro Area!!Estimate","Ukiah, CA Micro Area!!Estimate","Urban Honolulu, HI Metro Area!!Estimate","Utica-Rome, NY Metro Area!!Estimate","Valdosta, GA Metro Area!!Estimate","Vallejo, CA Metro Area!!Estimate","Victoria, TX Metro Area!!Estimate","Vineland-Bridgeton, NJ Metro Area!!Estimate","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area!!Estimate","Visalia, CA Metro Area!!Estimate","Waco, TX Metro Area!!Estimate","Walla Walla, WA Metro Area!!Estimate","Warner Robins, GA Metro Area!!Estimate","Warsaw, IN Micro Area!!Estimate","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area!!Estimate","Waterloo-Cedar Falls, IA Metro Area!!Estimate","Watertown-Fort Atkinson, WI Micro Area!!Estimate","Watertown-Fort Drum, NY Metro Area!!Estimate","Wausau-Weston, WI Metro Area!!Estimate","Weirton-Steubenville, WV-OH Metro Area!!Estimate","Wenatchee, WA Metro Area!!Estimate","Wheeling, WV-OH Metro Area!!Estimate","Whitewater, WI Micro Area!!Estimate","Wichita, KS Metro Area!!Estimate","Wichita Falls, TX Metro Area!!Estimate","Williamsport, PA Metro Area!!Estimate","Wilmington, NC Metro Area!!Estimate","Wilson, NC Micro Area!!Estimate","Winchester, VA-WV Metro Area!!Estimate","Winston-Salem, NC Metro Area!!Estimate","Wisconsin Rapids-Marshfield, WI Micro Area!!Estimate","Wooster, OH Micro Area!!Estimate","Worcester, MA-CT Metro Area!!Estimate","Yakima, WA Metro Area!!Estimate","Yauco, PR Metro Area!!Estimate","York-Hanover, PA Metro Area!!Estimate","Youngstown-Warren-Boardman, OH-PA Metro Area!!Estimate","Yuba City, CA Metro Area!!Estimate","Yuma, AZ Metro Area!!Estimate","Zanesville, OH Micro Area!!Estimate"
"Total:","26,423","79,739","40,207","87,525","293,612","27,736","55,858","52,044","386,190","37,752","379,052","60,225","378,504","52,984","119,983","63,722","176,335","141,074","46,913","113,785","59,128","186,332","39,899","33,576","92,938","2,486,837","116,621","31,034","77,959","252,177","48,672","964,960","340,730","1,186,643","67,597","29,538","95,979","379,505","56,579","40,655","157,999","40,413","37,759","98,094","78,227","92,108","102,323","466,560","62,933","71,645","69,391","70,936","34,008","34,436","333,190","2,084,693","122,424","76,995","58,293","39,068","114,548","391,269","158,176","43,359","490,190","73,247","106,359","50,229","169,831","298,597","43,834","52,810","22,684","35,392","122,304","31,316","67,125","90,812","91,081","364,686","1,091,947","85,554","238,393","48,176","3,923,570","80,272","30,596","961,388","34,474","146,029","19,009","56,061","847,264","70,215","118,958","328,360","96,684","358,826","123,492","34,570","901,308","66,142","46,964","37,863","182,839","39,934","131,004","38,782","33,395","3,335,688","63,420","27,739","37,537","96,893","166,093","346,044","64,583","39,946","254,517","1,277,225","325,425","1,713,101","65,441","81,539","25,651","32,382","44,181","126,844","266,693","70,476","84,234","59,644","66,972","91,427","30,865","354,931","24,720","110,615","157,743","55,497","141,751","45,853","132,710","29,308","22,786","44,175","221,849","247,417","35,973","61,585","157,326","82,231","65,895","46,615","156,492","29,232","95,521","189,355","31,667","387,201","41,658","134,656","87,725","22,511","46,063","52,948","38,912","48,390","24,160","53,313","37,962","65,172","490,373","28,727","37,951","152,521","146,281","26,189","323,794","75,003","402,925","26,379","20,526","172,515","124,283","56,863","56,463","244,709","60,904","523,424","73,103","31,062","37,262","38,785","159,576","77,703","85,816","38,014","28,588","53,671","46,265","39,791","82,125","3,068,089","139,079","218,882","25,621","66,437","34,278","923,363","83,534","39,076","61,985","242,595","77,749","667,338","94,654","49,874","75,767","34,650","67,554","91,912","48,790","59,612","79,842","72,510","118,480","44,908","45,210","926,275","30,760","33,554","128,220","36,742","202,599","114,725","67,156","24,865","374,503","32,827","66,183","193,721","96,212","40,925","82,899","26,758","69,437","303,913","250,544","228,832","106,555","88,019","962,138","34,386","58,134","51,018","94,415","60,916","26,861","50,673","230,450","44,781","160,873","307,188","67,142","48,505","117,634","44,244","5,250,177","553,873","151,734","35,558","42,089","103,152","88,658","56,094","305,931","194,724","64,146","38,185","50,405","49,638","27,488","25,643","24,684","28,855","25,673","321,760","34,801","86,509","552,748","107,028","37,987","2,578,324","45,346","34,184","83,069","673,370","1,559,291","38,683","58,615","168,495","219,599","81,148","64,843","159,920","25,831","57,641","63,462","40,745","29,943","51,892","48,896","70,168","25,083","205,493","56,012","139,036","873,327","49,491","31,920","371,139","510,504","38,776","8,022,549","61,428","311,349","24,393","115,843","35,007","134,606","38,370","71,684","295,255","39,085","632,824","31,132","114,213","436,312","26,861","31,992","1,119,577","78,258","64,477","50,211","347,950","40,977","23,174","240,512","80,744","33,416","213,984","163,739","2,544,979","1,913,284","28,585","41,629","956,275","54,904","31,221","41,184","61,729","25,554","238,347","1,000,248","188,601","27,537","60,124","287,086","81,299","739,737","287,268","63,788","60,156","35,126","84,545","575,165","64,035","187,148","19,456","69,389","224,554","30,782","25,742","556,962","46,619","21,961","1,858,427","124,694","23,072","101,968","450,331","136,541","56,827","40,160","37,194","34,163","911,299","74,937","95,011","72,459","50,145","1,165,009","40,121","172,415","161,279","171,471","552,318","52,541","1,090,691","1,350,683","35,027","27,453","1,718,516","38,193","756,228","713,996","110,589","101,665","59,914","178,017","205,695","178,151","243,628","31,166","1,586,303","56,114","34,006","30,879","48,213","25,121","54,609","38,759","21,440","58,434","34,833","156,578","39,892","70,181","143,326","24,169","27,489","141,333","146,355","232,832","82,611","284,306","199,742","54,280","60,496","34,423","55,895","32,649","34,516","308,826","51,830","35,678","272,719","31,343","170,661","1,241,779","73,477","53,095","29,221","282,414","92,117","84,813","62,122","150,169","31,330","403,803","43,338","436,292","69,790","119,454","51,732","100,272","32,901","451,471","111,400","65,064","175,721","40,958","58,734","801,614","180,754","116,015","24,810","80,974","35,963","2,545,435","77,876","39,769","51,015","74,043","44,668","52,933","54,779","48,451","289,210","67,962","48,454","129,229","31,972","63,538","271,284","32,911","49,056","417,219","100,589","23,429","202,168","217,624","70,936","71,942","36,920"
